player_division,player_number,player_score,player_rating
14UB,315,14,1.5555555555555556
14UB,316,27,3.0
14UB,317,18,2.0
14UB,318,11,1.2222222222222223
14UB,319,18,2.0
14UB,320,25,2.8333333333333335
14UB,321,37,4.166666666666667
14UB,322,10,1.1111111111111112
14UB,323,23,2.5555555555555554
14UB,324,29,3.2777777777777777
14UB,325,30,3.3333333333333335
14UB,326,43,4.777777777777778
14UB,327,12,1.3333333333333333
14UB,328,12,1.3888888888888888
14UB,329,45,5.0
