player_division,player_number,player_score,player_rating
8UG,236,25,2.7777777777777777
8UG,237,29,3.2222222222222223
8UG,238,28,3.111111111111111
8UG,239,22,2.4444444444444446
8UG,240,26,2.888888888888889
8UG,241,25,2.7777777777777777
